relative_path	id	source_text_sha256	zh_cn	kind	note
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00096	6F11EA4C54B92441FD852E2AAB9CACAC54426EA10375F4792E49C37A0D5ABBE8	卫士们	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00097	5474C5DCD3D0EBA6C2DEA224E8D7E7E0001201590B628C0F719BB9A98F07FAE3	记者	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00098	5EA8A0AD6FE1E8A860CBE996DA6C1ABD32C054A76F4A31586D0C01E7123430BA	部队成员	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00099	4327EE1DAA5A6C0C8D9169514088C6148F64AA7CC97B966E39E8301ED3EE3FBF	队长	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00100	B50750CA226891F44059F45DBD313DB1FFBEA5B0B9498B91AF7CF593B3BA9514	雫	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00101	E21CD86763ABB2133E51353B78F89FBA77BCD3B63B75C8E2DD1F15AA29469DF3	响	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00102	5A76EE6DB6E6D28C4920B45AE725FE66C648D5E50C489446EAB42D059BC07F05	响·希尔中尉	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00103	E4A363F573A5DA5B10492D6663558E9BD31D2171B26B631520FECF82A782B795	响·月咏中尉	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00104	43E0203AE2276A317E3C44D628FFA415F5F1F6CD84C2160A69551F6FB4A8C7CA	响·柚香	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00105	697575BB5076B482118C7E4F7DF1578E687A3D3559B3590985D9317584BC0168	响·柚香·艾伦	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00106	72A90CD27E349BDED4060B285326D6F8614AA910CDAD254CF20B4D8449E49400	响·柚香·艾伦·雫	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00107	86EC65724428D82FD0D6991D5D02A859129912412FAB8F4E2A37150696A11D1E	驹木上尉	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00108	79469A56F67DDE669C528503DEF8024072CA07C5A2519394FF15F5DE610E9162	B小队	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00109	4591268D912257F5C0D9CDA72FA2EF9AE8B3D358BDD32A836EC0453295F2C19E	法国卫士们	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
assets/data_spec/adv/game/scr/localized/__speakers__.egpack	game_s00110	10DAFC7BE15682165703F76D2BB9599A2DD3B7C544823D930F1E620A0B21E117	帝国军卫士们	speaker	核对原版角色标签；沿用人名，统一中文军衔和同名职务。
